#!/home/npalumbo/.local/bin/rebench -v execution_time.conf
# Execution Start: 2024-10-04T12:06:15.115913+00:00
# Environment: {"userName": "npalumbo", "manualRun": true, "hostName": "rmod-bench", "osType": "Linux", "memory": 16783798272, "denoise": {}, "cpu": "Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz", "clockSpeed": 2400000000, "software": [{"name": "kernel", "version": "#1 SMP Debian 5.10.140-1 (2022-09-02)"}, {"name": "kernel-release", "version": "5.10.0-18-amd64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": null, "branchOrTag": null, "commitId": null, "commitMsg": null, "authorName": null, "committerName": null, "authorEmail": null, "committerEmail": null}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
4	1	980.000000	ms	total	benchRegexDNA	Stack	BenchmarkGameSuite-Mid		1			
5	1	940.200000	ms	total	benchRegexDNA	Stack	BenchmarkGameSuite-Mid		1			
1	1	1274.000000	ms	total	benchFasta	Druid	BenchmarkGameSuite-VeryShort		1			
2	1	1357.000000	ms	total	benchFasta	Druid	BenchmarkGameSuite-VeryShort		1			
3	1	1314.700000	ms	total	benchFasta	Druid	BenchmarkGameSuite-VeryShort		1			
4	1	1399.000000	ms	total	benchFasta	Druid	BenchmarkGameSuite-VeryShort		1			
5	1	1284.600000	ms	total	benchFasta	Druid	BenchmarkGameSuite-VeryShort		1			
1	1	325.800000	ms	total	SMarkSlopstone	Simple	Smark-Slopstone		1			
2	1	337.000000	ms	total	SMarkSlopstone	Simple	Smark-Slopstone		1			
3	1	326.000000	ms	total	SMarkSlopstone	Simple	Smark-Slopstone		1			
4	1	372.000000	ms	total	SMarkSlopstone	Simple	Smark-Slopstone		1			
5	1	336.000000	ms	total	SMarkSlopstone	Simple	Smark-Slopstone		1			
1	1	218.300000	ms	total	benchReverseComplement	Simple	BenchmarkGameSuite-VeryShort		1			
2	1	338.900000	ms	total	benchReverseComplement	Simple	BenchmarkGameSuite-VeryShort		1			
3	1	224.700000	ms	total	benchReverseComplement	Simple	BenchmarkGameSuite-VeryShort		1			
4	1	264.000000	ms	total	benchReverseComplement	Simple	BenchmarkGameSuite-VeryShort		1			
5	1	337.800000	ms	total	benchReverseComplement	Simple	BenchmarkGameSuite-VeryShort		1			
1	1	74.300000	ms	total	benchThreadRing	Stack	BenchmarkGameSuite-VeryShort		1			
2	1	74.600000	ms	total	benchThreadRing	Stack	BenchmarkGameSuite-VeryShort		1			
3	1	75.400000	ms	total	benchThreadRing	Stack	BenchmarkGameSuite-VeryShort		1			
4	1	74.600000	ms	total	benchThreadRing	Stack	BenchmarkGameSuite-VeryShort		1			
5	1	75.400000	ms	total	benchThreadRing	Stack	BenchmarkGameSuite-VeryShort		1			
1	1	336.300000	ms	total	benchReverseComplement	DruidSTP	BenchmarkGameSuite-VeryShort		1			
2	1	337.700000	ms	total	benchReverseComplement	DruidSTP	BenchmarkGameSuite-VeryShort		1			
3	1	367.000000	ms	total	benchReverseComplement	DruidSTP	BenchmarkGameSuite-VeryShort		1			
4	1	331.800000	ms	total	benchReverseComplement	DruidSTP	BenchmarkGameSuite-VeryShort		1			
5	1	333.000000	ms	total	benchReverseComplement	DruidSTP	BenchmarkGameSuite-VeryShort		1			
1	1	391.000000	ms	total	SMarkDeltaBlue	Simple	Smark-DeltaBlue		1			
2	1	371.600000	ms	total	SMarkDeltaBlue	Simple	Smark-DeltaBlue		1			
3	1	362.100000	ms	total	SMarkDeltaBlue	Simple	Smark-DeltaBlue		1			
4	1	379.600000	ms	total	SMarkDeltaBlue	Simple	Smark-DeltaBlue		1			
5	1	367.600000	ms	total	SMarkDeltaBlue	Simple	Smark-DeltaBlue		1			
1	1	106988.000000	kb	MaxRSS	Microdown.*	Stack	Tests		1			
1	1	8360.000000	ms	total	Microdown.*	Stack	Tests		1			
2	1	105836.000000	kb	MaxRSS	Microdown.*	Stack	Tests		1			
2	1	7830.000000	ms	total	Microdown.*	Stack	Tests		1			
3	1	107052.000000	kb	MaxRSS	Microdown.*	Stack	Tests		1			
3	1	8040.000000	ms	total	Microdown.*	Stack	Tests		1			
4	1	107168.000000	kb	MaxRSS	Microdown.*	Stack	Tests		1			
4	1	7850.000000	ms	total	Microdown.*	Stack	Tests		1			
5	1	107156.000000	kb	MaxRSS	Microdown.*	Stack	Tests		1			
5	1	7910.000000	ms	total	Microdown.*	Stack	Tests		1			
1	1	273.000000	ms	total	benchRegexDNA	Simple	BenchmarkGameSuite-Mid		1			
2	1	209.100000	ms	total	benchRegexDNA	Simple	BenchmarkGameSuite-Mid		1			
3	1	226.800000	ms	total	benchRegexDNA	Simple	BenchmarkGameSuite-Mid		1			
4	1	213.300000	ms	total	benchRegexDNA	Simple	BenchmarkGameSuite-Mid		1			
5	1	223.400000	ms	total	benchRegexDNA	Simple	BenchmarkGameSuite-Mid		1			
1	1	384.000000	ms	total	benchChameleons	Stock	BenchmarkGameSuite-VeryShort		1			
2	1	383.000000	ms	total	benchChameleons	Stock	BenchmarkGameSuite-VeryShort		1			
3	1	390.600000	ms	total	benchChameleons	Stock	BenchmarkGameSuite-VeryShort		1			
4	1	399.000000	ms	total	benchChameleons	Stock	BenchmarkGameSuite-VeryShort		1			
5	1	393.500000	ms	total	benchChameleons	Stock	BenchmarkGameSuite-VeryShort		1			
1	1	1077.000000	ms	total	benchBinaryTrees	Simple	BenchmarkGameSuite-VeryLong		1			
2	1	1071.000000	ms	total	benchBinaryTrees	Simple	BenchmarkGameSuite-VeryLong		1			
3	1	1062.000000	ms	total	benchBinaryTrees	Simple	BenchmarkGameSuite-VeryLong		1			
4	1	1083.000000	ms	total	benchBinaryTrees	Simple	BenchmarkGameSuite-VeryLong		1			
5	1	1082.700000	ms	total	benchBinaryTrees	Simple	BenchmarkGameSuite-VeryLong		1			
1	1	336.300000	ms	total	benchRegexDNA	DruidSTP	BenchmarkGameSuite-Mid		1			
2	1	332.600000	ms	total	benchRegexDNA	DruidSTP	BenchmarkGameSuite-Mid		1			
3	1	333.300000	ms	total	benchRegexDNA	DruidSTP	BenchmarkGameSuite-Mid		1			
4	1	329.900000	ms	total	benchRegexDNA	DruidSTP	BenchmarkGameSuite-Mid		1			
5	1	407.000000	ms	total	benchRegexDNA	DruidSTP	BenchmarkGameSuite-Mid		1			
1	1	104576.000000	kb	MaxRSS	Opal.* AST.*	Simple	Tests		1			
1	1	300.000000	ms	total	Opal.* AST.*	Simple	Tests		1			
2	1	106448.000000	kb	MaxRSS	Opal.* AST.*	Simple	Tests		1			
2	1	450.000000	ms	total	Opal.* AST.*	Simple	Tests		1			
3	1	104632.000000	kb	MaxRSS	Opal.* AST.*	Simple	Tests		1			
3	1	440.000000	ms	total	Opal.* AST.*	Simple	Tests		1			
4	1	104432.000000	kb	MaxRSS	Opal.* AST.*	Simple	Tests		1			
4	1	420.000000	ms	total	Opal.* AST.*	Simple	Tests		1			
5	1	106712.000000	kb	MaxRSS	Opal.* AST.*	Simple	Tests		1			
5	1	450.000000	ms	total	Opal.* AST.*	Simple	Tests		1			
1	1	302.000000	ms	total	SMarkRichards	Simple	Smark-Richards		1			
2	1	296.900000	ms	total	SMarkRichards	Simple	Smark-Richards		1			
3	1	315.000000	ms	total	SMarkRichards	Simple	Smark-Richards		1			
4	1	296.800000	ms	total	SMarkRichards	Simple	Smark-Richards		1			
5	1	297.800000	ms	total	SMarkRichards	Simple	Smark-Richards		1			
1	1	367.000000	ms	total	benchRegexDNA	Druid	BenchmarkGameSuite-Mid		1			
2	1	338.500000	ms	total	benchRegexDNA	Druid	BenchmarkGameSuite-Mid		1			
3	1	332.800000	ms	total	benchRegexDNA	Druid	BenchmarkGameSuite-Mid		1			
4	1	313.000000	ms	total	benchRegexDNA	Druid	BenchmarkGameSuite-Mid		1			
5	1	328.100000	ms	total	benchRegexDNA	Druid	BenchmarkGameSuite-Mid		1			
1	1	506.400000	ms	total	SMarkDeltaBlue	SimpleDruid	Smark-DeltaBlue		1			
2	1	518.100000	ms	total	SMarkDeltaBlue	SimpleDruid	Smark-DeltaBlue		1			
3	1	505.200000	ms	total	SMarkDeltaBlue	SimpleDruid	Smark-DeltaBlue		1			
4	1	507.900000	ms	total	SMarkDeltaBlue	SimpleDruid	Smark-DeltaBlue		1			
5	1	512.000000	ms	total	SMarkDeltaBlue	SimpleDruid	Smark-DeltaBlue		1			
1	1	1619.100000	ms	total	benchNBody	Druid	BenchmarkGameSuite-VeryShort		1			
2	1	1616.300000	ms	total	benchNBody	Druid	BenchmarkGameSuite-VeryShort		1			
3	1	1603.400000	ms	total	benchNBody	Druid	BenchmarkGameSuite-VeryShort		1			
4	1	1649.000000	ms	total	benchNBody	Druid	BenchmarkGameSuite-VeryShort		1			
5	1	1618.900000	ms	total	benchNBody	Druid	BenchmarkGameSuite-VeryShort		1			
1	1	398.500000	ms	total	benchMeteor	Stock	BenchmarkGameSuite-Long		1			
2	1	399.200000	ms	total	benchMeteor	Stock	BenchmarkGameSuite-Long		1			
3	1	442.000000	ms	total	benchMeteor	Stock	BenchmarkGameSuite-Long		1			
4	1	400.300000	ms	total	benchMeteor	Stock	BenchmarkGameSuite-Long		1			
5	1	399.300000	ms	total	benchMeteor	Stock	BenchmarkGameSuite-Long		1			
1	1	3365.100000	ms	total	benchMandelbrot	Druid	BenchmarkGameSuite-Long		1			
2	1	3362.000000	ms	total	benchMandelbrot	Druid	BenchmarkGameSuite-Long		1			
3	1	3301.600000	ms	total	benchMandelbrot	Druid	BenchmarkGameSuite-Long		1			
4	1	3394.000000	ms	total	benchMandelbrot	Druid	BenchmarkGameSuite-Long		1			
5	1	3368.000000	ms	total	benchMandelbrot	Druid	BenchmarkGameSuite-Long		1			
1	1	1725.000000	ms	total	benchNBody	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
2	1	1724.400000	ms	total	benchNBody	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
3	1	1742.000000	ms	total	benchNBody	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
4	1	1727.400000	ms	total	benchNBody	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
5	1	1723.800000	ms	total	benchNBody	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
1	1	1905.000000	ms	total	benchMeteor	Stack	BenchmarkGameSuite-Long		1			
2	1	1950.700000	ms	total	benchMeteor	Stack	BenchmarkGameSuite-Long		1			
3	1	1912.000000	ms	total	benchMeteor	Stack	BenchmarkGameSuite-Long		1			
4	1	1931.000000	ms	total	benchMeteor	Stack	BenchmarkGameSuite-Long		1			
5	1	1873.000000	ms	total	benchMeteor	Stack	BenchmarkGameSuite-Long		1			
1	1	139360.000000	kb	MaxRSS	File.*	Stock	Tests		1			
1	1	13310.000000	ms	total	File.*	Stock	Tests		1			
2	1	139276.000000	kb	MaxRSS	File.*	Stock	Tests		1			
2	1	13100.000000	ms	total	File.*	Stock	Tests		1			
3	1	139388.000000	kb	MaxRSS	File.*	Stock	Tests		1			
3	1	13440.000000	ms	total	File.*	Stock	Tests		1			
4	1	139256.000000	kb	MaxRSS	File.*	Stock	Tests		1			
4	1	13770.000000	ms	total	File.*	Stock	Tests		1			
5	1	139268.000000	kb	MaxRSS	File.*	Stock	Tests		1			
5	1	13730.000000	ms	total	File.*	Stock	Tests		1			
1	1	104568.000000	kb	MaxRSS	1+1	DruidSTP	StartUp		1			
1	1	430.000000	ms	total	1+1	DruidSTP	StartUp		1			
2	1	104484.000000	kb	MaxRSS	1+1	DruidSTP	StartUp		1			
2	1	410.000000	ms	total	1+1	DruidSTP	StartUp		1			
3	1	104568.000000	kb	MaxRSS	1+1	DruidSTP	StartUp		1			
3	1	410.000000	ms	total	1+1	DruidSTP	StartUp		1			
4	1	104472.000000	kb	MaxRSS	1+1	DruidSTP	StartUp		1			
4	1	430.000000	ms	total	1+1	DruidSTP	StartUp		1			
5	1	104696.000000	kb	MaxRSS	1+1	DruidSTP	StartUp		1			
5	1	420.000000	ms	total	1+1	DruidSTP	StartUp		1			
1	1	102468.000000	kb	MaxRSS	Opal.* AST.*	Stack	Tests		1			
1	1	790.000000	ms	total	Opal.* AST.*	Stack	Tests		1			
2	1	102636.000000	kb	MaxRSS	Opal.* AST.*	Stack	Tests		1			
2	1	720.000000	ms	total	Opal.* AST.*	Stack	Tests		1			
3	1	102636.000000	kb	MaxRSS	Opal.* AST.*	Stack	Tests		1			
3	1	590.000000	ms	total	Opal.* AST.*	Stack	Tests		1			
4	1	102812.000000	kb	MaxRSS	Opal.* AST.*	Stack	Tests		1			
4	1	790.000000	ms	total	Opal.* AST.*	Stack	Tests		1			
5	1	102696.000000	kb	MaxRSS	Opal.* AST.*	Stack	Tests		1			
5	1	510.000000	ms	total	Opal.* AST.*	Stack	Tests		1			
1	1	456.100000	ms	total	SMarkDeltaBlue	DruidSTP	Smark-DeltaBlue		1			
2	1	464.000000	ms	total	SMarkDeltaBlue	DruidSTP	Smark-DeltaBlue		1			
3	1	453.400000	ms	total	SMarkDeltaBlue	DruidSTP	Smark-DeltaBlue		1			
4	1	458.300000	ms	total	SMarkDeltaBlue	DruidSTP	Smark-DeltaBlue		1			
5	1	466.200000	ms	total	SMarkDeltaBlue	DruidSTP	Smark-DeltaBlue		1			
1	1	3368.600000	ms	total	benchMandelbrot	SimpleDruid	BenchmarkGameSuite-Long		1			
2	1	3465.000000	ms	total	benchMandelbrot	SimpleDruid	BenchmarkGameSuite-Long		1			
3	1	3465.300000	ms	total	benchMandelbrot	SimpleDruid	BenchmarkGameSuite-Long		1			
4	1	3447.000000	ms	total	benchMandelbrot	SimpleDruid	BenchmarkGameSuite-Long		1			
5	1	3470.000000	ms	total	benchMandelbrot	SimpleDruid	BenchmarkGameSuite-Long		1			
1	1	97.000000	ms	total	benchThreadRing	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
2	1	81.100000	ms	total	benchThreadRing	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
3	1	114.000000	ms	total	benchThreadRing	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
4	1	82.000000	ms	total	benchThreadRing	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
5	1	80.800000	ms	total	benchThreadRing	SimpleDruid	BenchmarkGameSuite-VeryShort		1			
1	1	104228.000000	kb	MaxRSS	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
1	1	300.000000	ms	total	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
2	1	106492.000000	kb	MaxRSS	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
2	1	450.000000	ms	total	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
3	1	106640.000000	kb	MaxRSS	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
3	1	450.000000	ms	total	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
4	1	104580.000000	kb	MaxRSS	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
4	1	450.000000	ms	total	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
5	1	106752.000000	kb	MaxRSS	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
5	1	450.000000	ms	total	Network.* Zinc.* Zodiac.*	Simple	Tests		1			
1	1	180.500000	ms	total	benchPiDigits	SimpleDruid	BenchmarkGameSuite-Mid		1			
2	1	180.500000	ms	total	benchPiDigits	SimpleDruid	BenchmarkGameSuite-Mid		1			
3	1	213.000000	ms	total	benchPiDigits	SimpleDruid	BenchmarkGameSuite-Mid		1			
4	1	180.600000	ms	total	benchPiDigits	SimpleDruid	BenchmarkGameSuite-Mid		1			
5	1	181.100000	ms	total	benchPiDigits	SimpleDruid	BenchmarkGameSuite-Mid		1			
1	1	106320.000000	kb	MaxRSS	1+1	Stock	StartUp		1			
1	1	220.000000	ms	total	1+1	Stock	StartUp		1			
2	1	106328.000000	kb	MaxRSS	1+1	Stock	StartUp		1			
2	1	320.000000	ms	total	1+1	Stock	StartUp		1			
3	1	104208.000000	kb	MaxRSS	1+1	Stock	StartUp		1			
3	1	310.000000	ms	total	1+1	Stock	StartUp		1			
4	1	104292.000000	kb	MaxRSS	1+1	Stock	StartUp		1			
4	1	320.000000	ms	total	1+1	Stock	StartUp		1			
5	1	104520.000000	kb	MaxRSS	1+1	Stock	StartUp		1			
5	1	310.000000	ms	total	1+1	Stock	StartUp		1			
1	1	104712.000000	kb	MaxRSS	1+1	SimpleDruid	StartUp		1			
1	1	450.000000	ms	total	1+1	SimpleDruid	StartUp		1			
2	1	104768.000000	kb	MaxRSS	1+1	SimpleDruid	StartUp		1			
2	1	430.000000	ms	total	1+1	SimpleDruid	StartUp		1			
3	1	104660.000000	kb	MaxRSS	1+1	SimpleDruid	StartUp		1			
3	1	450.000000	ms	total	1+1	SimpleDruid	StartUp		1			
4	1	104596.000000	kb	MaxRSS	1+1	SimpleDruid	StartUp		1			
4	1	450.000000	ms	total	1+1	SimpleDruid	StartUp		1			
5	1	106676.000000	kb	MaxRSS	1+1	SimpleDruid	StartUp		1			
5	1	450.000000	ms	total	1+1	SimpleDruid	StartUp		1			
1	1	4881.000000	ms	total	benchSpectralNorm	SimpleDruid	BenchmarkGameSuite-Long		1			
2	1	4878.000000	ms	total	benchSpectralNorm	SimpleDruid	BenchmarkGameSuite-Long		1			
3	1	4877.000000	ms	total	benchSpectralNorm	SimpleDruid	BenchmarkGameSuite-Long		1			
4	1	4930.300000	ms	total	benchSpectralNorm	SimpleDruid	BenchmarkGameSuite-Long		1			
5	1	5030.000000	ms	total	benchSpectralNorm	SimpleDruid	BenchmarkGameSuite-Long		1			
1	1	507.600000	ms	total	benchFasta	Stock	BenchmarkGameSuite-VeryShort		1			
2	1	507.100000	ms	total	benchFasta	Stock	BenchmarkGameSuite-VeryShort		1			
3	1	505.900000	ms	total	benchFasta	Stock	BenchmarkGameSuite-VeryShort		1			
4	1	512.300000	ms	total	benchFasta	Stock	BenchmarkGameSuite-VeryShort		1			
5	1	506.400000	ms	total	benchFasta	Stock	BenchmarkGameSuite-VeryShort		1			
1	1	997.600000	ms	total	benchKNucleotide	Simple	BenchmarkGameSuite-Short		1			
2	1	1005.000000	ms	total	benchKNucleotide	Simple	BenchmarkGameSuite-Short		1			
3	1	1008.000000	ms	total	benchKNucleotide	Simple	BenchmarkGameSuite-Short		1			
4	1	1002.600000	ms	total	benchKNucleotide	Simple	BenchmarkGameSuite-Short		1			
5	1	990.200000	ms	total	benchKNucleotide	Simple	BenchmarkGameSuite-Short		1			
1	1	228.100000	ms	total	benchChameneosRedux	Simple	BenchmarkGameSuite-Short		1			
2	1	258.000000	ms	total	benchChameneosRedux	Simple	BenchmarkGameSuite-Short		1			
3	1	236.400000	ms	total	benchChameneosRedux	Simple	BenchmarkGameSuite-Short		1			
4	1	233.300000	ms	total	benchChameneosRedux	Simple	BenchmarkGameSuite-Short		1			
5	1	286.000000	ms	total	benchChameneosRedux	Simple	BenchmarkGameSuite-Short		1			
1	1	108320.000000	kb	MaxRSS	Microdown.*	SimpleDruid	Tests		1			
1	1	8060.000000	ms	total	Microdown.*	SimpleDruid	Tests		1			
2	1	109576.000000	kb	MaxRSS	Microdown.*	SimpleDruid	Tests		1			
2	1	7210.000000	ms	total	Microdown.*	SimpleDruid	Tests		1			
3	1	109392.000000	kb	MaxRSS	Microdown.*	SimpleDruid	Tests		1			
3	1	7780.000000	ms	total	Microdown.*	SimpleDruid	Tests		1			
4	1	109524.000000	kb	MaxRSS	Microdown.*	SimpleDruid	Tests		1			
4	1	7360.000000	ms	total	Microdown.*	SimpleDruid	Tests		1			
5	1	109660.000000	kb	MaxRSS	Microdown.*	SimpleDruid	Tests		1			
5	1	7600.000000	ms	total	Microdown.*	SimpleDruid	Tests		1			
1	1	142840.000000	kb	MaxRSS	File.*	Stack	Tests		1			
1	1	17680.000000	ms	total	File.*	Stack	Tests		1			
2	1	142792.000000	kb	MaxRSS	File.*	Stack	Tests		1			
2	1	17950.000000	ms	total	File.*	Stack	Tests		1			
3	1	142772.000000	kb	MaxRSS	File.*	Stack	Tests		1			
3	1	18820.000000	ms	total	File.*	Stack	Tests		1			
4	1	143008.000000	kb	MaxRSS	File.*	Stack	Tests		1			
4	1	17740.000000	ms	total	File.*	Stack	Tests		1			
5	1	142624.000000	kb	MaxRSS	File.*	Stack	Tests		1			
5	1	17830.000000	ms	total	File.*	Stack	Tests		1			
1	1	460.800000	ms	total	benchReverseComplement	Druid	BenchmarkGameSuite-VeryShort		1			
2	1	344.500000	ms	total	benchReverseComplement	Druid	BenchmarkGameSuite-VeryShort		1			
3	1	346.200000	ms	total	benchReverseComplement	Druid	BenchmarkGameSuite-VeryShort		1			
4	1	350.400000	ms	total	benchReverseComplement	Druid	BenchmarkGameSuite-VeryShort		1			
5	1	344.700000	ms	total	benchReverseComplement	Druid	BenchmarkGameSuite-VeryShort		1			
1	1	278.000000	ms	total	benchChameneosRedux	DruidSTP	BenchmarkGameSuite-Short		1			
2	1	304.400000	ms	total	benchChameneosRedux	DruidSTP	BenchmarkGameSuite-Short		1			
3	1	280.100000	ms	total	benchChameneosRedux	DruidSTP	BenchmarkGameSuite-Short		1			
4	1	297.000000	ms	total	benchChameneosRedux	DruidSTP	BenchmarkGameSuite-Short		1			
5	1	288.300000	ms	total	benchChameneosRedux	DruidSTP	BenchmarkGameSuite-Short		1			
1	1	500.000000	ms	total	benchReverseComplement	Stack	BenchmarkGameSuite-VeryShort		1			
2	1	504.300000	ms	total	benchReverseComplement	Stack	BenchmarkGameSuite-VeryShort		1			
3	1	501.400000	ms	total	benchReverseComplement	Stack	BenchmarkGameSuite-VeryShort		1			
4	1	498.500000	ms	total	benchReverseComplement	Stack	BenchmarkGameSuite-VeryShort		1			
5	1	500.800000	ms	total	benchReverseComplement	Stack	BenchmarkGameSuite-VeryShort		1			
1	1	180.400000	ms	total	benchPiDigits	Stock	BenchmarkGameSuite-Mid		1			
2	1	192.000000	ms	total	benchPiDigits	Stock	BenchmarkGameSuite-Mid		1			
3	1	178.200000	ms	total	benchPiDigits	Stock	BenchmarkGameSuite-Mid		1			
4	1	191.000000	ms	total	benchPiDigits	Stock	BenchmarkGameSuite-Mid		1			
