#!/home/npalumbo/.local/bin/rebench -v compile_time.conf
# Execution Start: 2024-11-01T02:48:16.283570+00:00
# Environment: {"userName": "npalumbo", "manualRun": true, "hostName": "rmod-bench", "osType": "Linux", "memory": 16783798272, "denoise": {}, "cpu": "Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz", "clockSpeed": 2400000000, "software": [{"name": "kernel", "version": "#1 SMP Debian 5.10.140-1 (2022-09-02)"}, {"name": "kernel-release", "version": "5.10.0-18-amd64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": null, "branchOrTag": null, "commitId": null, "commitMsg": null, "authorName": null, "committerName": null, "authorEmail": null, "committerEmail": null}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
29	1	15000.000000	ms	total	benchNBody	BaseImage	BenchmarkGameSuite-VeryShort		1			
30	1	15000.000000	ms	total	benchNBody	BaseImage	BenchmarkGameSuite-VeryShort		1			
1	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
2	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
3	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
4	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
5	1	22000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
6	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
7	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
8	1	19000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
9	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
10	1	25000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
11	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
12	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
13	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
14	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
15	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
16	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
17	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
18	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
19	1	21000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
20	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
21	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
22	1	18000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
23	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
24	1	19000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
25	1	17000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
26	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
27	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
28	1	16000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
29	1	15000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
30	1	21000.000000	ms	total	benchPiDigits	SameQuick	BenchmarkGameSuite-Mid		1			
1	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
2	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
3	1	16000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
4	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
5	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
6	1	20000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
7	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
8	1	20000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
9	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
10	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
11	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
12	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
13	1	22000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
14	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
15	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
16	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
17	1	18000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
18	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
19	1	23000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
20	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
21	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
22	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
23	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
24	1	22000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
25	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
26	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
27	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
28	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
29	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
30	1	15000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
1	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
2	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
3	1	98000.000000	ms	total	File.*	SameQuick	Tests		1			
4	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
5	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
6	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
7	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
8	1	105000.000000	ms	total	File.*	SameQuick	Tests		1			
9	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
10	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
11	1	99000.000000	ms	total	File.*	SameQuick	Tests		1			
12	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
13	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
14	1	99000.000000	ms	total	File.*	SameQuick	Tests		1			
15	1	102000.000000	ms	total	File.*	SameQuick	Tests		1			
16	1	98000.000000	ms	total	File.*	SameQuick	Tests		1			
17	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
18	1	105000.000000	ms	total	File.*	SameQuick	Tests		1			
19	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
20	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
21	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
22	1	99000.000000	ms	total	File.*	SameQuick	Tests		1			
23	1	99000.000000	ms	total	File.*	SameQuick	Tests		1			
24	1	98000.000000	ms	total	File.*	SameQuick	Tests		1			
25	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
26	1	98000.000000	ms	total	File.*	SameQuick	Tests		1			
27	1	100000.000000	ms	total	File.*	SameQuick	Tests		1			
28	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
29	1	97000.000000	ms	total	File.*	SameQuick	Tests		1			
30	1	98000.000000	ms	total	File.*	SameQuick	Tests		1			
1	1	16000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
2	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
3	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
4	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
5	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
6	1	18000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
7	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
8	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
9	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
10	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
11	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
12	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
13	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
14	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
15	1	20000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
16	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
17	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
18	1	16000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
19	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
20	1	20000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
21	1	14000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
22	1	16000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
23	1	18000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
24	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
25	1	19000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
26	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
27	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
28	1	16000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
29	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
30	1	15000.000000	ms	total	benchBinaryTrees	BaseImage	BenchmarkGameSuite-VeryLong		1			
1	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
2	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
3	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
4	1	18000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
5	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
6	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
7	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
8	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
9	1	25000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
10	1	21000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
11	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
12	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
13	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
14	1	21000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
15	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
16	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
17	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
18	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
19	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
20	1	21000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
21	1	19000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
22	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
23	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
24	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
25	1	22000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
26	1	22000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
27	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
28	1	16000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
29	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
30	1	15000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
1	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
2	1	15000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
3	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
4	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
5	1	21000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
6	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
7	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
8	1	20000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
9	1	15000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
10	1	15000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
11	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
12	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
13	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
14	1	21000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
15	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
16	1	15000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
17	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
18	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
19	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
20	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
21	1	15000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
22	1	18000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
23	1	20000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
24	1	22000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
25	1	18000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
26	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
27	1	19000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
28	1	15000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
29	1	22000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
30	1	16000.000000	ms	total	benchMeteor	SameQuick	BenchmarkGameSuite-Long		1			
1	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
2	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
3	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
4	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
5	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
6	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
7	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
8	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
9	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
10	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
11	1	19000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
12	1	18000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
13	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
14	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
15	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
16	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
17	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
18	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
19	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
20	1	20000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
21	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
22	1	17000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
23	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
24	1	21000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
25	1	18000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
26	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
27	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
28	1	15000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
