#!/home/npalumbo/.local/bin/rebench -v compile_size.conf
# Execution Start: 2024-10-31T22:54:24.407862+00:00
# Environment: {"userName": "npalumbo", "manualRun": true, "hostName": "rmod-bench", "osType": "Linux", "memory": 16783798272, "denoise": {}, "cpu": "Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz", "clockSpeed": 2400000000, "software": [{"name": "kernel", "version": "#1 SMP Debian 5.10.140-1 (2022-09-02)"}, {"name": "kernel-release", "version": "5.10.0-18-amd64"}, {"name": "architecture", "version": "x86_64"}]}
# Source: {"repoURL": null, "branchOrTag": null, "commitId": null, "commitMsg": null, "authorName": null, "committerName": null, "authorEmail": null, "committerEmail": null}
invocation	iteration	value	unit	criterion	benchmark	executor	suite	extraArgs	cores	inputSize	varValue	machine
17	1	728264000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
18	1	712496000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
19	1	711528000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
20	1	727000000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
21	1	711528000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
22	1	728264000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
23	1	727704000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
24	1	728264000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
25	1	711528000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
26	1	728264000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
27	1	712496000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
28	1	712496000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
29	1	711528000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
30	1	712496000.000000	ms	total	benchReverseComplement	SameQuick	BenchmarkGameSuite-VeryShort		1			
1	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
2	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
3	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
4	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
5	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
6	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
7	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
8	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
9	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
10	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
11	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
12	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
13	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
14	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
15	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
16	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
17	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
18	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
19	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
20	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
21	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
22	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
23	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
24	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
25	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
26	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
27	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
28	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
29	1	582792000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
30	1	579344000.000000	ms	total	Opal.* AST.*	BaseImage	Tests		1			
1	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
2	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
3	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
4	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
5	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
6	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
7	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
8	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
9	1	716200000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
10	1	716200000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
11	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
12	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
13	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
14	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
15	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
16	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
17	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
18	1	716200000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
19	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
20	1	716200000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
21	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
22	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
23	1	716200000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
24	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
25	1	716200000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
26	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
27	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
28	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
29	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
30	1	715584000.000000	ms	total	benchChameleons	BaseImage	BenchmarkGameSuite-VeryShort		1			
1	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
2	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
3	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
4	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
5	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
6	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
7	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
8	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
9	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
10	1	730232000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
11	1	730232000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
12	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
13	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
14	1	746408000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
15	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
16	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
17	1	730232000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
18	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
19	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
20	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
21	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
22	1	730232000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
23	1	744736000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
24	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
25	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
26	1	748048000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
27	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
28	1	731872000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
29	1	744736000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
30	1	746376000.000000	ms	total	SMarkRichards	SameQuick	Smark-Richards		1			
1	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
2	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
3	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
4	1	720992000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
5	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
6	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
7	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
8	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
9	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
10	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
11	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
12	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
13	1	720152000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
14	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
15	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
16	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
17	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
18	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
19	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
20	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
21	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
22	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
23	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
24	1	720152000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
25	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
26	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
27	1	721072000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
28	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
29	1	720992000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
30	1	719400000.000000	ms	total	benchBinaryTrees	SameQuick	BenchmarkGameSuite-VeryLong		1			
1	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
2	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
3	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
4	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
5	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
6	1	734960000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
7	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
8	1	734960000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
9	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
10	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
11	1	735280000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
12	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
13	1	734960000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
14	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
15	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
16	1	735280000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
17	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
18	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
19	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
20	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
21	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
22	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
23	1	734960000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
24	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
25	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
26	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
27	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
28	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
29	1	734032000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
30	1	735280000.000000	ms	total	benchChameneosRedux	BaseImage	BenchmarkGameSuite-Short		1			
1	1	9555456000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
2	1	9571952000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
3	1	9574472000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
4	1	9564152000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
5	1	9571616000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
6	1	9586760000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
7	1	9569776000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
8	1	9589680000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
9	1	9573992000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
10	1	9605392000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
11	1	9560592000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
12	1	9587680000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
13	1	9580048000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
14	1	9571992000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
15	1	9579520000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
16	1	9556632000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
17	1	9588256000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
18	1	9582608000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
19	1	9578608000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
20	1	9574296000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
21	1	9580328000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
22	1	9570328000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
23	1	9583840000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
24	1	9584648000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
25	1	9595152000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
26	1	9590768000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
27	1	9592888000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
28	1	9577344000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
29	1	9609408000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
30	1	9562200000.000000	ms	total	Kernel.*	BaseImage	Tests		1			
1	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
2	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
3	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
4	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
5	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
6	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
7	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
8	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
9	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
10	1	708128000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
11	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
12	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
13	1	708128000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
14	1	708128000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
15	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
16	1	708128000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
17	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
18	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
19	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
20	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
21	1	707424000.000000	ms	total	benchMandelbrot	BaseImage	BenchmarkGameSuite-Long		1			
